name,affiliations,last_5_year_total,first_author_total,corresponding_author_total,top_total,a_plus_total,a_total,a1_total,a2_total,level_counts_json,paper_links,paper_titles,journals,years,author_roles,is_likely_chinese_name,chinese_name_score,name_filter_reason,review_status
Yuan Chen,Guangdong University Of Finances and Economics; Guangdong University of Finance,1,0,1,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.omega.2026.103553,Regulate or tolerate? Managing off-platform sponsorship in creator economy,OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,2026,corresponding_author,0,0.5,"chinese_surname,person_name_length",needs_review
Yuan Li,Dalian Maritime University,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.trc.2026.105640,Decision generation for interlining bus scheduling: a large language model-empowered approach,TRANSPORTATION RESEARCH PART C-EMERGING TECHNOLOGIES,2026,first_author,0,0.5,"chinese_surname,person_name_length",needs_review
Yuanyuan Wu,Suzhou Polytechnic Institute of Agriculture; KTH Royal Institute of Technology; Monash University; Beihang University,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.trc.2026.105746,Group effect enhanced generative adversarial imitation learning for individual travel behavior modeling under incentives,TRANSPORTATION RESEARCH PART C-EMERGING TECHNOLOGIES,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Yue Hu,,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.tra.2026.105008,Does airport connectivity increase passenger traffic? Evidence by airline type in China,TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Yue Wang,Beijing Jiaotong University; Vrije Universiteit Amsterdam; Huazhong University of Science and Technology; Hong Kong Polytechnic University,1,0,1,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.tra.2026.105030,Designing rating-based mechanisms for dockless bike-sharing: Behavioral incentives and sustainable mobility,TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE,2026,corresponding_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Yue Yang,,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.trc.2026.105673,The intraday competition in a duopoly ride-hailing market,TRANSPORTATION RESEARCH PART C-EMERGING TECHNOLOGIES,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Yuhang Guo,Tongji University; Hong Kong University of Science and Technology; University of Hong Kong; City University of Hong Kong; Didi Chuxing (China),1,1,0,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1016/j.trb.2026.103411,A smart predict-then-optimize framework for vehicle rebalancing problem,TRANSPORTATION RESEARCH PART B-METHODOLOGICAL,2026,first_author,1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length",needs_review
Yujun Wang,"School of Management Science and Engineering, Dongbei University of Finance and Economics",1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1080/01605682.2026.2648782,"Consumer heterogeneity, integration strategies, and electric vehicle batteries recycling",JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Yun Yuan,Dalian Maritime University; Chongqing Jiaotong University,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.tre.2026.104952,A two-stage Stackelberg game based at-stop departure timing and trajectory optimization for connected and automated bus in mixed traffic,TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Yunfei Li,Beijing Jiaotong University; China People's Public Security University,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.trc.2026.105719,Graph interpretable planning for signal-free intersections: Optimizing lane-time coordination through solution space compression,TRANSPORTATION RESEARCH PART C-EMERGING TECHNOLOGIES,2026,first_author,1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length",needs_review
Yunqiang Wu,,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.tra.2026.105000,Optimal railway freight subsidy scheme for hinterland container transportation network considering carbon tax and shippers’ choice behavior,TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Yuqiu Wang,South China Normal University; Hong Kong Polytechnic University,1,1,0,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1016/j.dss.2026.114688,"Unraveling anthropomorphism in IT/IS research: A literature review, conceptual framework, and research directions",DECISION SUPPORT SYSTEMS,2026,first_author,1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length",needs_review
Yusheng Wang,Nanjing University of Information Science and Technology,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.omega.2026.103537,Integrated optimization of charging facility planning and en-route charging scheduling for heterogeneous electric bus systems,OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,2026,first_author,1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length",needs_review
Yuting Zhang,Transport Research Institute; Pontificia Universidad Católica de Chile; The University of Sydney,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.tra.2026.105015,Understanding public perceptions of shared e-scooters: An investigation from rider and non-rider perspectives,TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Yuxuan Zhang,,1,1,0,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1177/10591478261454786,"EXPRESS: Integrating Operations and Finance for Sustainable Development: Theory, Practice, and Opportunities",PRODUCTION AND OPERATIONS MANAGEMENT,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Yu‐Wang Chen,"Alliance Manchester Business School, The University of Manchester; University of Exeter Business School, University of Exeter",1,0,1,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1080/01605682.2026.2660989,An interpretable machine learning approach for forecasting the occurrence of extreme electricity prices in the day-ahead market,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,2026,corresponding_author,0,0.5,"chinese_surname,person_name_length",needs_review
Z.Y. Ma,Suzhou Polytechnic Institute of Agriculture; KTH Royal Institute of Technology; Monash University; Beihang University,1,0,1,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.trc.2026.105746,Group effect enhanced generative adversarial imitation learning for individual travel behavior modeling under incentives,TRANSPORTATION RESEARCH PART C-EMERGING TECHNOLOGIES,2026,corresponding_author,0,0.5,"chinese_surname,person_name_length",needs_review
Zebin Chen,Shantou University,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.trc.2026.105690,Human-like hierarchical decision-making for real-time train regulation strategies in urban rail transit lines,TRANSPORTATION RESEARCH PART C-EMERGING TECHNOLOGIES,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Zenan Chen,"Naveen Jindal School of Management, University of Texas at Dallas, Richardson, Texas 75080",1,1,0,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1287/isre.2023.0493,Less Is Not Always More: The Impact of Social Media Block Intensity and Immediacy on Work Time,INFORMATION SYSTEMS RESEARCH,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Zhan Zhao,University of Hong Kong; Hong Kong Polytechnic University,1,0,1,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.tra.2026.105023,Event-aware analysis of cross-city visitor flows using large language models and social media data,TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE,2026,corresponding_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Zhanhong Cheng,"University of Florida; Zhejiang University; Texas A&M University; University of California, Santa Barbara",1,1,0,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1016/j.trb.2026.103464,Graph neural networks for residential location choice: Connection to classical logit models,TRANSPORTATION RESEARCH PART B-METHODOLOGICAL,2026,first_author,1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length",needs_review
Zhe Chen,Jingdong (China),1,0,1,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1016/j.ejor.2026.04.040,Optimizing warehouse product allocation at JD.com: A community detection-driven approach,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,2026,corresponding_author,1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length",needs_review
Zhechao Yang,"Costello College of Business, George Mason University, Fairfax, Virginia 22030",1,1,0,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1287/msom.2024.1036,Probabilistic Selling for Vertically Differentiated Products in a Decentralized Channel,M&SOM-MANUFACTURING & SERVICE OPERATIONS MANAGEMENT,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Zhen Cao,,1,1,0,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1016/j.trb.2026.103489,An ADMM-based decomposition approach for flexible blending in port operations,TRANSPORTATION RESEARCH PART B-METHODOLOGICAL,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Zhen Wang,,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.tre.2026.104957,Interaction-aware trajectory prediction with ego motion plan priors for autonomous driving,TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Zheng Fang,"Business School, Sichuan University, Sichuan 610065, China",1,1,0,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1287/msom.2024.1459,"Artificial Intelligence, Emotional Labor, and Service Operations",M&SOM-MANUFACTURING & SERVICE OPERATIONS MANAGEMENT,2026,first_author,0,0.65,"chinese_surname,chinese_context,person_name_length",needs_review
Zheng Wu,"Chengdu University of Technology; School of Economics and Management, Southwest Petroleum University",1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1080/01605682.2026.2638893,A preference disaggregation method compatible with scarce data for risk management of mine-derived water pollution,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,2026,first_author,0,0.5,"chinese_surname,person_name_length",needs_review
Zhi-Hua Hu,Shanghai Maritime University,1,0,1,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.omega.2026.103549,Collaborative optimization of berth scheduling and multi-energy dispatch for green ports,OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,2026,corresponding_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Zhichao Cao,Nantong University; Shanghai Jiao Tong University; Shanghai Ocean University; Universidad Autónoma de Nuevo León; Hong Kong Polytechnic University,1,0,1,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1016/j.trb.2026.103430,A branch-and-price algorithm for integrated optimization on vehicle and crew scheduling of electric bus system,TRANSPORTATION RESEARCH PART B-METHODOLOGICAL,2026,corresponding_author,1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length",needs_review
Zhichen Liu,,1,1,0,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1016/j.trb.2026.103463,Large-scale inverse learning of user equilibrium via multiconvex optimization,TRANSPORTATION RESEARCH PART B-METHODOLOGICAL,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Zhichun Li,Huazhong University of Science and Technology; Hong Kong Polytechnic University,1,0,1,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1016/j.trb.2026.103423,"Airport regulation, terminal congestion, and capacity expansion",TRANSPORTATION RESEARCH PART B-METHODOLOGICAL,2026,corresponding_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Zhihao Zhu,"Department of Information Systems, Business Statistics and Operations Management (ISOM), Hong Kong University of Science and Technology, Hong Kong",1,1,0,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1287/isre.2024.1179,Forget Me If You Can: Auditing User Data Revocation in Recommendation Systems,INFORMATION SYSTEMS RESEARCH,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Zhiqiang Zheng,The University of Texas at Dallas,1,0,1,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.17705/1jais.00835,Firm Competitive Structure and Consumer Reaction in Search Advertisings,JOURNAL OF THE ASSOCIATION FOR INFORMATION SYSTEMS,2024,corresponding_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Zhiyuan Liang,Beijing Jiaotong University; Vrije Universiteit Amsterdam; Huazhong University of Science and Technology; Hong Kong Polytechnic University,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.tra.2026.105030,Designing rating-based mechanisms for dockless bike-sharing: Behavioral incentives and sustainable mobility,TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Zhiyuan Wei,"Department of Industrial and Manufacturing Engineering, California Polytechnic State University",1,0,1,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1080/24725854.2026.2646934,An optimization approach integrating coverage and cost in fire unit relocation,IISE TRANSACTIONS,2026,corresponding_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Zhiyuan Yang,,1,1,0,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1016/j.trb.2026.103487,Integrated location-allocation-inventory optimization for offshore wind-to-hydrogen systems,TRANSPORTATION RESEARCH PART B-METHODOLOGICAL,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Zhongbao Zhou,"Business School, Hunan University",1,0,1,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1080/01605682.2026.2651219,A two-stage robust optimisation model for multi-project scheduling and material ordering under demand uncertainty,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,2026,corresponding_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Zhuopeng Xie,The University of Sydney; UNSW Sydney,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.trc.2026.105671,Investigating platoon formation and retention using reduced-scale mobile robots with controllers based on established car-following models,TRANSPORTATION RESEARCH PART C-EMERGING TECHNOLOGIES,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Zibo Liu,"School of Management, Fudan University, Shanghai 200433, P. R. China",1,1,0,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1287/isre.2023.0746,When to Broadcast? Inventory Disclosure Policies for Online Sales of Limited Inventory,INFORMATION SYSTEMS RESEARCH,2026,first_author,1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length",needs_review
Zifan Li,,1,1,0,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1016/j.trb.2026.103484,How to deploy battery swapping stations for electric vehicles,TRANSPORTATION RESEARCH PART B-METHODOLOGICAL,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Zigen Chen,,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.tre.2026.104806,Carbon-priced LNG inventory routing with a single FSRU hub: robust branch-and-price for heterogeneous fleets,TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Zihan Yu,"Department of Industrial Engineering, Tsinghua University",1,1,0,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1080/24725854.2026.2648049,IoT event data monitoring and prediction considering within- and between-event correlations,IISE TRANSACTIONS,2026,first_author,1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length",needs_review
